cpf,name,date_of_birth,salary_range,phone
321286226,Guilherme Fernandes Amorim,1993-11-07,0-2000,(13) 8218-8427
332470537,Andreia Araujo Schmidt,1976-06-26,12000+,(17) 9003-3922
378283773,Renato Harper Okada,1986-10-15,2000-5000,(16) 8985-3447
431915435,Nicole Schneider Zucatelli,1996-11-06,5000-8000,(12) 9293-2273
232037897,Almir Nardoni Stefanelli,1960-06-19,5000-8000,(16) 8936-5555
200728579,Clara Queiroz Nunes,1968-06-03,5000-8000,(12) 7577-1622
404811519,Luiza Muller Ribeiro,1990-07-08,0-2000,(15) 7342-5737
522019837,Almir Lombardi Leite,1995-09-11,0-2000,(16) 9485-6241
225926659,Arthur Teixeira Weiss,1979-06-03,8000-12000,(16) 9474-3522
256188892,Julio Zucatelli Nardoni,1994-09-23,8000-12000,(16) 8471-7324
387059322,Matheus Menezes Fernandes,1984-09-15,5000-8000,(19) 8702-3571
366690006,Guilherme Viana Nardoni,1970-12-07,2000-5000,(16) 9517-1565
598412355,Beatriz Viana Ruberti,1977-10-04,2000-5000,(79) 7560-4443
252149380,Marta Medeiros Zardetto,1962-03-20,12000+,(21) 9692-7488
524828938,Gabriela Borges Rizzo,1987-05-06,12000+,(19) 7385-4951
304984031,Nicole Silvestri Moraes,1969-09-05,12000+,(79) 8506-2187
214362331,Isabela Monteiro Dias,1978-04-15,8000-12000,(19) 7431-6316
578066036,Tabata Lins Lozzano,1973-11-05,5000-8000,(31) 7540-5954
516367990,Yuri Teles Nunes,1990-03-23,2000-5000,(19) 8745-3964
439279598,Tiago Lima Fontes,1962-11-30,12000+,(13) 9063-4712
304370685,Pedro Milani Leite,1974-07-02,12000+,(16) 8244-1969
385486069,Marcia Vilar Paes,1978-04-30,12000+,(17) 8703-1835
406470454,Ricardo Leite Rodrigues,1989-02-06,2000-5000,(74) 7720-5553
598816353,Lucas Okada Bezerra,1973-05-06,5000-8000,(19) 7877-5783
421551720,Valeska Schneider Lins,1991-08-30,2000-5000,(19) 8518-2485
307643621,Renata Viana Olimpio,1997-08-31,8000-12000,(19) 9429-3566
599067784,Jennifer Nogueira Ribeiro,1987-04-28,0-2000,(79) 8950-1166
535284494,Brenda Cunha Martinelli,1981-03-04,2000-5000,(31) 9882-2125
230199953,Giulia Olimpio Lins,1978-07-06,8000-12000,(79) 8142-7312
345962660,Francisco Luca da Silva,1961-01-22,2000-5000,(19) 7423-5434
232687914,Katia Medeiros Milani,1961-06-22,8000-12000,(31) 8445-8647
592043442,Pablo Manoel Nicoletti,1967-09-30,0-2000,(21) 8759-7895
294350888,Almir Ferraz Nascimento,1981-04-24,5000-8000,(74) 9736-7574
562651343,Rafael Cunha Cardoso,1962-06-14,8000-12000,(74) 7163-2366
599419020,Bruno Nicoletti Gentili,1984-04-06,0-2000,(79) 8810-6257
575504475,Pedro Quaresma Ribeiro,1974-04-23,5000-8000,(15) 8826-8618
526685023,Lucia Teixeira Santos,1964-12-28,12000+,(12) 8602-3598
401550984,Daniel Pereira Muller,1980-04-28,2000-5000,(79) 9272-1882
576136782,Danilo Ferretti Bastos,1970-05-04,5000-8000,(79) 9670-2642
483534126,Julia Reis Zucatelli,2000-04-20,5000-8000,(19) 7922-9492
590003342,Alberto Mendes Meirelles,1992-01-04,0-2000,(13) 8431-4349
288410986,Vitoria Barbosa Almeida,1991-09-29,2000-5000,(17) 9698-6978
448111389,Sinezio Klein Fiore,1990-05-25,12000+,(13) 9430-6569
296818387,Lara Monteiro Bezerra,1972-06-09,5000-8000,(86) 8529-5686
424711000,Amabile da Silva de Marchi,2000-10-15,12000+,(12) 9107-1955
235392199,Carlos Gentili Caruso,1971-06-24,0-2000,(74) 8897-5627
439369186,Alexandre Oliveira Flora,1972-09-02,0-2000,(79) 9052-1239
397992016,Caio Caruso da Silva,1962-01-30,12000+,(86) 9447-3686
229730091,Wilson Ferri Soares,1966-12-06,0-2000,(74) 9385-9539
551923459,Daniel Sato Santos,1961-03-02,0-2000,(79) 7822-4318
361474868,Vinicius Padovani Amaral,1966-12-25,8000-12000,(13) 8572-4134
277122734,Tabata Ferretti Pereira,1999-07-27,8000-12000,(31) 7426-8584
241342813,Carol Lins Costa,2002-06-26,5000-8000,(31) 7271-3618
518875232,Daiane Ramos Santos,1997-04-01,2000-5000,(16) 8421-8279
493056908,Marcia de Marchi Quaresma,1992-06-08,8000-12000,(86) 7387-2281
512413343,Almir Queiroz Reis,1997-03-02,12000+,(86) 8406-6642
240361243,Wilson Milani Toffoli,1979-03-16,0-2000,(21) 9622-8736
437917988,Wilson Barros Prado,1978-12-31,8000-12000,(31) 8129-5112
370127065,Jennifer Campos Fernandes,2003-02-17,2000-5000,(15) 8493-1816
221377673,Zacarias Menezes Shutz,1983-08-08,12000+,(15) 7890-9388
394435215,Cristiane Padovani Andrade,1973-09-05,5000-8000,(16) 7275-2733
454089991,Paulo Mantovani da Silva,1968-07-30,5000-8000,(79) 9760-3344
253032952,Luiz Araujo Soares,1974-06-09,0-2000,(13) 9757-7758
398278626,Raquel Alves Cardoso,1974-08-26,2000-5000,(16) 7873-1981
414925159,Gabriela Rizzo Moreira,1993-03-18,5000-8000,(15) 8135-2425
564939968,Luciana Fiore Soares,1988-03-14,2000-5000,(16) 8578-5734
559724629,Ana Zucatelli Nogueira,1967-12-16,12000+,(16) 7219-8865
531531371,Julio Vilar Toffoli,1978-10-15,8000-12000,(79) 9502-9857
316149338,Alberto Justi Prado,1994-12-02,0-2000,(21) 7151-3275
325195692,Mario Souza Moreira,1969-09-19,12000+,(79) 9876-8369
292137552,Sergio Arcuri Nicoletti,1983-08-09,0-2000,(19) 9648-4232
556624764,Marcelo Milani Martins,1974-10-21,8000-12000,(31) 9732-3693
395004638,Sofia Ferreira Gentili,1985-03-13,8000-12000,(74) 8546-8264
444345578,Carlos Oliveira Nardoni,1985-05-09,2000-5000,(17) 9090-8869
527852008,Vitor Klein Camargo,1976-12-03,0-2000,(21) 7029-2735
457480046,Felipe Romano Stefanelli,1979-04-28,12000+,(31) 9038-2491
523823409,Matheus Rodrigues Pereira,1981-08-25,0-2000,(31) 8853-3276
488920278,Charles Varella Arcuri,2002-04-06,2000-5000,(15) 9746-8146
491442868,Guilherme Rocha Gonzalez,1984-07-28,12000+,(13) 7698-1312
244709533,Lucas Bastos Watanabe,1983-04-05,8000-12000,(79) 9847-5438
380338545,Marta Milani Gentili,1993-08-31,5000-8000,(86) 9527-8324
386633130,Vivian Gonçalves Muller,1968-02-26,8000-12000,(12) 9673-6344
583354703,Maria Kropf Rossi,1971-09-26,5000-8000,(21) 7039-2543
585031016,Lara Ramos Dias,2000-01-18,8000-12000,(31) 7530-7665
474018402,Ricardo Uehara Nogueira,1992-12-12,5000-8000,(86) 8057-2642
366365914,Marcia Vilar Ferrari,1988-10-10,5000-8000,(17) 9380-5723
473210801,Julio Harper Zucatelli,1978-01-25,5000-8000,(16) 9337-9554
205995814,Barbara Rossi Pinheiro,1984-08-06,5000-8000,(19) 8810-7731
203987356,Mario Ferrari Cunha,1960-10-07,5000-8000,(12) 9250-4575
349918330,Ana Menezes Lombardi,1971-12-08,2000-5000,(31) 7469-9918
288832853,Sinezio Girardi Teteshi,1988-04-06,8000-12000,(17) 7029-6312
410827555,Eduardo Teles Castro,1975-04-12,0-2000,(16) 9474-9413
348900956,Frederico Araujo Martins,1972-04-25,8000-12000,(74) 7818-3937
521176805,Rita Martins Fiore,1979-03-30,2000-5000,(17) 9733-7731
478264651,Almir Miranda Mello,1962-01-21,2000-5000,(21) 9037-2578
535313772,Alessandra de Marchi Mello,1991-12-26,5000-8000,(12) 7732-1111
571076150,Willian Viana Nogueira,2001-03-28,0-2000,(21) 7143-1473
286835527,Leticia Okada Ribeiro,1987-01-26,8000-12000,(15) 7786-5812
238796045,Gabriela Meirelles Nascimento,1978-11-10,0-2000,(12) 7763-1172
448312914,Daniele Ferrari Lorenzetti,1991-03-18,12000+,(19) 8180-7493
295960560,Frederico Leite Quaresma,1961-08-06,8000-12000,(13) 9824-2244
266610771,Vinicius Klein Freitas,1997-06-24,8000-12000,(15) 7537-2852
230336197,Pablo Teles Zardetto,1973-03-29,12000+,(13) 7640-4284
566195829,Andreia Olimpio Almeida,1996-08-10,2000-5000,(16) 9653-5921
394629298,Isadora Fernandes Ferrari,1989-01-17,8000-12000,(19) 9889-9714
430345454,Luiz Santana Ferrari,1982-11-15,12000+,(21) 9166-5472
599600292,Rita Justi Camargo,2003-01-19,8000-12000,(12) 8597-2583
280989902,Alberto Gonzalez Alves,1995-07-27,0-2000,(74) 9268-4214
214881304,Beatriz Dias Okada,1966-03-18,8000-12000,(21) 8859-5387
432447973,Julio Olimpio Gomes,1999-01-15,0-2000,(19) 9192-9286
238360141,Katia Alves Ferri,1984-02-09,2000-5000,(31) 7705-3578
272445146,Cristina Bianchi Eller,1985-03-15,12000+,(74) 7059-4455
534495469,Isabela Martins Nicoletti,1999-05-26,5000-8000,(74) 7850-8945
220863256,Danilo Cunha Campos,1999-02-23,12000+,(31) 7530-8856
538550184,Fabio Martinelli Paes,1973-07-23,8000-12000,(13) 9433-9894
459901434,Lara Teles Amaral,1992-02-05,0-2000,(86) 7114-4684
298432444,Daniele Zardetto Teles,1993-03-25,2000-5000,(21) 7530-8835
342946299,Enrico Pinheiro Toffoli,1984-12-26,5000-8000,(86) 8421-5699
543139981,Danilo Klein Morelli,1981-10-12,2000-5000,(21) 7879-3349
387681874,Pedro da Silva Machado,1973-02-25,0-2000,(19) 7779-5245
223803647,Vitoria Borges Ribeiro,1992-06-03,0-2000,(79) 7120-7745
416793216,Beatriz Manoel Fonseca,1965-06-23,5000-8000,(16) 7855-3983
505593682,Matheus Villasboas Milani,1995-11-16,0-2000,(31) 9352-9755
563099370,Teresa Ambrosio Moreira,1978-09-23,8000-12000,(86) 9244-7811
576128175,Beatriz Manoel Justi,1961-05-19,2000-5000,(12) 9425-5486
261933892,Sergio Wainer Ferri,2001-09-16,12000+,(19) 8829-8676
519319104,Leonardo Stefanelli Villasboas,2002-04-03,2000-5000,(17) 8489-2184
282214157,Hiago Moraes Oliveira,1981-03-18,0-2000,(86) 7963-3956
549614759,Juliana Lima Schneider,1992-03-10,2000-5000,(13) 7889-4376
513710265,Luiza Nicoletti Schneider,1962-08-16,12000+,(17) 7183-8295
529141421,Fernando Andrade Costa,1983-06-30,8000-12000,(79) 8207-8346
577765767,Poliana Campos Moraes,1969-07-05,8000-12000,(13) 7554-3627
439854786,Mario Soares de Marchi,1984-05-12,12000+,(12) 9546-5223
526989047,Valeska Gonçalves Fernandes,2000-09-08,5000-8000,(13) 7810-4232
476782329,Ricardo Moraes Gomes,2001-12-21,5000-8000,(15) 7804-6471
269534505,Amanda Lombardi Girardi,2003-06-28,0-2000,(13) 9018-3225
375480235,Pablo de Marchi Fernandes,1996-04-07,5000-8000,(21) 9604-8559
300628397,Laura Nardoni Harper,1966-01-10,0-2000,(12) 7340-9834
351070051,Leonardo Cardoso Olimpio,1962-06-18,8000-12000,(17) 7625-2342
241126242,Isadora Martinelli Bezerra,1983-07-03,8000-12000,(17) 7299-2766
549377364,Caio Monteiro Queiroz,1995-09-13,2000-5000,(79) 7528-6475
514622168,Alessandra Mantovani Bernardi,1993-04-17,0-2000,(74) 8358-5279
282723503,Joao Pinheiro Meirelles,2000-08-08,12000+,(13) 8259-6114
288314654,Teresa Martinelli Soares,2000-12-11,2000-5000,(74) 8477-8686
504844863,Wilson Vieira Zucatelli,1968-07-10,12000+,(15) 8241-4762
329564251,Fernando Camargo Nogueira,1994-12-24,12000+,(12) 7625-3984
367247635,Beatriz Souza Klein,1966-10-02,0-2000,(31) 9522-2768
592903819,Carol Olimpio Morelli,1967-11-25,12000+,(13) 8741-1955
388125366,Airton Fernandes Monteiro,1977-10-04,8000-12000,(16) 7781-1289
464186430,Breno Bezerra Barbosa,1960-06-21,0-2000,(17) 9899-4553
430903893,Luciane Batista Zucatelli,1963-07-16,5000-8000,(17) 8455-2549
381666333,Luiza Fonseca Sato,1987-04-03,12000+,(15) 7462-5337
208745537,Natalia Rodrigues Kropf,1996-03-23,5000-8000,(79) 7468-9434
585541512,Mauricio Moraes Castro,1965-07-19,2000-5000,(21) 7972-7673
528909703,Marcia Nogueira Weiss,1960-06-15,2000-5000,(79) 9615-3448
465235119,Hiago Lima Gonçalves,1967-04-26,5000-8000,(16) 7724-1188
343078531,Matheus Duarte Batista,1981-05-08,5000-8000,(79) 9438-9626
245233314,Enrico Lopes Quaresma,1989-12-12,8000-12000,(15) 9409-5711
244848158,Bruno Gomes Fontes,1971-02-13,0-2000,(31) 7863-7832
306507148,Fabio Lopes Flora,1961-01-24,0-2000,(15) 9713-2191
470588898,Alberto Dias Muller,1988-03-13,2000-5000,(86) 9756-8844
447278513,Rita Olimpio Wainer,1987-02-10,5000-8000,(16) 8437-5182
572570465,Jennifer Fernandes Pinheiro,1985-02-28,0-2000,(86) 8037-8829
591335543,Mauricio Colombo Machado,1984-11-08,8000-12000,(31) 9172-9795
256712366,Ana Klein Justi,1960-05-25,0-2000,(74) 8088-6375
387155510,Tabata Gomes Perez,1960-02-26,5000-8000,(21) 8011-5951
200729313,Julia Teles Duarte,2003-07-07,8000-12000,(15) 7185-4416
267660687,Vitoria Silvestri Wainer,1989-04-22,0-2000,(12) 8077-9751
276986962,Thiago Rodrigues Moreira,1971-08-19,2000-5000,(86) 8370-6232
418843195,Amabile Wainer Paes,1988-01-16,0-2000,(17) 8982-1622
324816736,Vitor Alves Campos,1982-03-24,2000-5000,(16) 9147-4955
260177364,Juliana Wainer da Silva,2001-11-25,12000+,(74) 9050-3536
491640635,Marcelo Cardoso Correa,1964-05-07,0-2000,(16) 9519-6132
201789966,Gustavo da Silva Nicoletti,1964-01-28,12000+,(21) 8992-9461
225708817,Almir Fernandes Batista,1962-01-19,12000+,(15) 7090-5628
500578898,Amanda Ferreira Bernardi,1988-03-23,5000-8000,(21) 8412-1961
590726752,Miquel Menezes Girardi,1989-03-13,2000-5000,(86) 9013-2786
406090762,Thiago Rossi Gonçalves,1986-10-08,2000-5000,(13) 7120-1559
292871253,Gabriela Rocha Schneider,1978-09-27,12000+,(17) 9327-2226
472757859,Amabile Lorenzetti Manoel,1983-09-20,2000-5000,(74) 7435-6325
573234212,Carlos Mello Ferretti,1971-01-28,8000-12000,(74) 7739-6586
251167186,Hiago Oliveira Bezerra,1966-05-12,8000-12000,(74) 8591-7679
390103249,Luiz Olimpio Lombardi,1962-11-03,12000+,(86) 9637-1643
400657541,Heloisa Souza Zucatelli,1983-12-12,8000-12000,(86) 9677-1974
287168302,Carla Ambrosio Quaresma,1962-05-15,0-2000,(31) 7242-5999
396869007,Pedro Meirelles Garcia,1989-10-25,5000-8000,(17) 7291-3338
499726338,Alessandra Wainer Lins,1996-06-30,8000-12000,(19) 8895-7268
496918593,Lucia Romano Lozzano,1969-05-30,5000-8000,(74) 8024-2587
275521206,Yuri Almeida Pereira,1998-03-05,12000+,(86) 8013-4656
450237238,Juliana Sato Leite,1965-10-19,2000-5000,(17) 7328-1699
571175445,Rita Klein Gentili,1987-09-06,0-2000,(17) 7241-2148
341785725,Alberto Vilar Nicoletti,1972-07-22,12000+,(13) 7185-4554
559739629,Amanda Justi Castro,1975-07-18,5000-8000,(21) 7248-8397
336007865,Cristina Bastos Nascimento,1960-11-01,12000+,(31) 9114-1277
463427621,Juliana Dias Villa,1961-12-19,5000-8000,(79) 8515-4471
309917955,Carlos Cardoso Barbosa,1993-05-22,2000-5000,(16) 9447-8359
587850579,Sofia Vieira Correa,2002-08-27,5000-8000,(17) 8218-9484
328925542,Luciane Watanabe Silvestri,1995-01-07,0-2000,(31) 9449-8157
552020861,Isadora Cunha Shutz,1966-05-30,8000-12000,(17) 8805-8755
225619942,Charles Martinelli Rodrigues,1989-08-10,8000-12000,(16) 7553-6416
381366109,Everton Girardi Stefanelli,1966-02-07,0-2000,(16) 9864-1641
478081432,Felipe Lozzano Martinelli,1971-12-05,2000-5000,(31) 8372-1211
316579790,Lara Garcia Meirelles,1996-09-11,8000-12000,(79) 9880-1853
508133900,Carol Gonzalez Monteiro,1981-10-31,12000+,(31) 9562-4642
582498444,Joao Sato Batista,1992-10-24,0-2000,(15) 7857-6688
390246337,Daniele Meirelles Teles,1971-03-27,2000-5000,(21) 9233-7694
409191907,Ricardo Simas Milani,1999-03-18,12000+,(16) 7762-9539
302106263,Andreia Schneider Mello,1999-10-07,5000-8000,(79) 9248-3225
281887584,Deisemara Amorim Queiroz,1981-08-09,12000+,(31) 8898-3417
586514873,Rita Kropf Wainer,1960-11-10,12000+,(12) 8464-7837
345831935,Luciana Oliveira Fiore,1978-01-12,2000-5000,(21) 9322-9563
245352832,Hiago Padovani Machado,1975-05-21,5000-8000,(13) 8112-8153
516108933,Regina Caruso Moreira,1973-09-22,5000-8000,(12) 8116-3326
413026132,Rita Uehara Bernardi,1983-02-24,12000+,(21) 8139-8352
359313738,Yuri Morelli Reis,1990-06-10,0-2000,(79) 8764-5836
486623898,Breno Varella Okada,1995-02-21,5000-8000,(13) 7330-6715
569579660,Osvaldo Andrade Vieira,1967-11-12,12000+,(79) 9751-1338
531593304,Vivian Bianchi Prado,1963-06-02,0-2000,(13) 9824-8185
362114110,Tiago Borges Antonelli,1965-01-27,0-2000,(74) 9485-4131
295950803,Marta Santana Moreira,2001-07-24,2000-5000,(86) 7243-2354
408824445,Sinezio Soares Leite,1976-11-28,0-2000,(21) 9758-7891
410577144,Amabile Silvestri Schneider,1991-06-14,12000+,(17) 7929-3374
580807355,Andreia Moreira Watanabe,1965-02-05,12000+,(13) 9727-7886
539968252,Marcelo Teles Shutz,1961-08-31,8000-12000,(86) 7609-2794
354081500,Renato Klein Leite,1977-02-05,5000-8000,(21) 8093-8559
290349139,Sinezio Gonçalves de Marchi,2001-08-13,8000-12000,(21) 7737-8849
412283516,Luiza Leite Toffoli,1971-11-25,5000-8000,(12) 9748-9226
351388047,Alexandre Ribeiro Barbosa,1977-08-30,2000-5000,(16) 7162-1448
344824943,Almir Schneider Milani,2001-03-12,2000-5000,(17) 8499-6142
427797194,Almir Freitas Vilar,1963-11-20,8000-12000,(12) 8905-2264
311861243,Cristina Eller Amorim,1984-01-13,0-2000,(15) 7070-2727
514587327,Luiz Campos Ferreira,2002-05-12,8000-12000,(13) 9068-2552
512151619,Ana Ribeiro Batista,1963-08-18,12000+,(13) 8255-2746
470290286,Almir Medeiros Eller,1960-11-05,2000-5000,(12) 8185-4142
300612523,Cristina Mendes Arcuri,1989-06-06,12000+,(16) 9291-7352
416547526,Andreia Menezes Bernardi,1976-02-01,0-2000,(19) 9245-6543
560644587,Luciane Camargo Batista,1965-04-20,12000+,(16) 8671-5773
382736369,Miquel Fonseca da Silva,1978-01-22,2000-5000,(74) 9624-6518
284187041,Ricardo Muller Gentili,1993-10-06,0-2000,(21) 7568-8956
527260213,Rafael Eller Bernardi,1998-01-17,0-2000,(21) 7103-1353
564708601,Laura Teles Zardetto,1983-01-18,8000-12000,(15) 8412-3989
283098735,Daniel Ferrari Bastos,1975-06-14,12000+,(17) 9751-8933
361487396,Brenda Caruso Viana,1973-12-17,5000-8000,(13) 8091-1692
553210583,Pablo Barbosa Colombo,1983-04-26,2000-5000,(13) 8283-4439
200745086,Gustavo Martins Menezes,1970-01-04,8000-12000,(21) 9507-5853
440250599,Marta Martinelli Costa,1967-12-22,2000-5000,(74) 7819-9549
509536401,Antonio Simom Nogueira,1969-06-19,2000-5000,(13) 8289-1962
272454195,Caio Lombardi Correa,2002-07-14,0-2000,(21) 9272-6938
247615054,Daniele Flora Villa,1974-07-03,0-2000,(15) 9611-7844
257345380,Daniel Manoel Barros,1993-02-28,2000-5000,(15) 8628-5777
378736514,Vivian Padovani Barbosa,1989-07-04,12000+,(31) 7048-2194
336444892,Alexandre Viana Miranda,1991-03-26,8000-12000,(31) 8274-7745
427166710,Beatriz Luca Ferri,1981-03-22,2000-5000,(86) 7180-1561
565422038,Zacarias Schmidt Padovani,1980-06-11,8000-12000,(86) 9307-8585
323833120,Everton Nogueira Soares,1984-05-04,12000+,(86) 8082-8947
496013225,Vivian Camargo Vieira,1994-03-29,0-2000,(31) 9716-5327
353060465,Hiago Santos Silvestri,1983-05-13,2000-5000,(12) 9371-7816
249211952,Caio Perez Zardetto,1981-05-01,0-2000,(16) 7065-5419
481108512,Luciane Caruso Varella,1960-11-22,8000-12000,(12) 9455-3842
354867766,Wilson Pereira de Marchi,1976-11-03,5000-8000,(74) 9423-6958
347580143,Luiz Caruso Barros,1974-01-10,5000-8000,(12) 9171-6996
568451664,Rogerio Manoel Amaral,1991-07-07,8000-12000,(17) 9355-3138
396745789,Valeska Dias Kropf,1975-05-04,0-2000,(74) 9168-9742
349412805,Carol Campos Prado,1981-06-29,2000-5000,(79) 9738-3983
338979121,Miquel Cunha Okada,1981-02-19,0-2000,(21) 9787-1822
267460696,Caio Romano Fernandes,1961-07-23,12000+,(15) 9628-2457
207300258,Breno Shutz Marques,1966-10-16,2000-5000,(86) 8375-7177
504467987,Eduardo Camargo Ferretti,1962-05-27,5000-8000,(13) 9726-9694
486130206,Danilo Ferretti Zardetto,1975-03-23,2000-5000,(13) 7491-5978
395829322,Barbara Moreira Leite,1999-04-08,0-2000,(86) 8149-3992
349591093,Luciana Castro Schmidt,1977-09-28,12000+,(15) 8522-5463
322983009,Breno Carvalho Borges,1968-10-15,0-2000,(86) 9706-3181
332876998,Beatriz Santos Mendes,1973-01-02,12000+,(21) 8147-5786
478887930,Sofia Teteshi Eller,1985-12-16,5000-8000,(31) 8192-1665
371608480,Tiago Castro Moreno,1965-07-20,12000+,(31) 7792-3595
585816552,Juliana Rossi Meirelles,1961-09-09,8000-12000,(79) 9361-6127
241738299,Mariana Moreira Girardi,2000-06-15,0-2000,(16) 7250-7526
355826181,Lucas Nicoletti Correa,1962-07-13,12000+,(12) 7243-3691
316498747,Enrico Moreira Manoel,1997-07-07,2000-5000,(15) 7447-9573
442285892,Mauricio Kropf Leite,1988-09-17,2000-5000,(31) 8100-8522
364110631,Simone Moreno Carvalho,1989-11-26,2000-5000,(19) 8970-4738
518933197,Vinicius Pierri Pinheiro,2000-08-19,0-2000,(86) 8618-4456
599583570,Renato Gonzalez Cardoso,1961-05-15,5000-8000,(17) 7920-9787
310107824,Rogerio Soares Moraes,1983-01-11,2000-5000,(19) 7540-4374
316123950,Jorge Antonelli Flora,1970-11-14,8000-12000,(21) 8617-6122
583550685,Jorge Stefanelli Soares,1997-11-16,0-2000,(21) 8850-8894
328782423,Pablo Romano Oliveira,1963-09-14,8000-12000,(74) 8062-4194
287336084,Pedro Perez Mendes,1962-06-19,8000-12000,(79) 9176-6887
567076387,Natalia Varella Dias,1967-07-14,12000+,(31) 9247-2381
483555387,Roberto Batista Nardoni,1989-08-11,5000-8000,(31) 8297-2925
507252928,Frederico Ambrosio Vilar,1996-05-10,0-2000,(21) 8569-2312
309074064,Lucas Oliveira Quaresma,1993-06-04,2000-5000,(86) 9527-1418
209626976,Cristina Ferrari Mendes,1967-01-26,0-2000,(86) 9275-7571
282969136,Yuri Sato Gentili,1960-10-16,12000+,(12) 8988-2654
390475616,Teresa de Marchi Stefanelli,1999-08-21,0-2000,(79) 8057-8458
256595290,Hiago Stefanelli Muller,1968-08-15,2000-5000,(79) 7134-1851
394972625,Enrico Leite Pierri,1960-09-17,2000-5000,(13) 7426-5429
537664099,Marcelo Ferri Okada,1991-10-27,5000-8000,(19) 7032-1892
296166314,Sergio Pierri Fernandes,1961-11-06,8000-12000,(15) 8404-2639
470427623,Willian Gentili Santana,1970-04-15,2000-5000,(21) 7460-9268
397048767,Augusto Gonçalves Oliveira,1973-10-01,12000+,(15) 7657-3669
520202276,Luciane Bezerra Martins,1965-01-29,2000-5000,(19) 8090-4988
595955434,Pedro Ferri Lombardi,1973-01-14,2000-5000,(17) 9813-1278
308652890,Lara Morelli Paes,1996-01-01,12000+,(17) 9640-7358
335757641,Thiago Muller Garcia,1989-11-09,5000-8000,(15) 9668-1279
406414520,Felipe Nogueira Freitas,1997-10-16,8000-12000,(12) 8794-8758
501360766,Fabio Luca Nogueira,1989-09-12,2000-5000,(17) 8708-6241
500870551,Carla Shutz Batista,1993-10-11,5000-8000,(21) 7741-8411
220973469,Rogerio Correa Justi,1998-08-14,12000+,(17) 7656-6971
346243547,Charles Zucatelli Romano,1964-01-26,8000-12000,(21) 9357-2217
259078020,Luciane Lopes Costa,2000-08-27,5000-8000,(12) 7817-7762
306490663,Alberto Rizzo Morelli,1990-01-18,8000-12000,(79) 7208-6119
323559076,Guilherme Moreira Melo,1998-09-22,0-2000,(79) 8543-3778
272476632,Leticia Fernandes Sato,2003-11-30,12000+,(15) 9705-2483
286650619,Isadora Medeiros Dias,1983-09-30,0-2000,(15) 8157-4494
387135451,Katia Duarte Rizzo,1980-11-23,8000-12000,(16) 7326-9687
345209568,Ricardo Barros Martinelli,1986-03-16,8000-12000,(13) 9292-9889
365682941,Joao Ferraz de Marchi,2003-05-08,12000+,(74) 9836-7996
543633640,Raquel Mantovani Muller,1961-11-04,2000-5000,(74) 9605-3456
253598450,Marcelo Okada Uehara,1973-07-10,0-2000,(74) 7203-1491
374340869,Joao Ruberti Mantovani,1994-11-08,5000-8000,(19) 8506-3262
440787352,Nicole Ambrosio Carvalho,1964-01-01,5000-8000,(19) 9755-3433
208119204,Daniel Castro Miranda,1979-09-26,12000+,(17) 7832-8378
280291215,Sinezio Watanabe Wainer,2001-07-10,12000+,(74) 9296-6496
543152127,Isabela Luca Watanabe,1964-08-16,2000-5000,(86) 9342-3444
202954927,Enrico Duarte Monteiro,1961-12-05,2000-5000,(15) 7242-8181
349501437,Luciane Teteshi Miranda,1965-05-06,12000+,(12) 8174-9468
417159061,Carlos Soares Martinelli,1979-06-04,8000-12000,(15) 9838-6986
547979720,Francisco Bastos Batista,1998-03-14,5000-8000,(74) 8503-7537
221044694,Sofia Bezerra de Marchi,1992-05-17,8000-12000,(74) 7498-1792
263642230,Juliano Andrade Rizzo,1963-05-06,8000-12000,(86) 7691-5757
529483835,Thiago Martinelli Castro,1970-03-26,0-2000,(12) 9164-4115
493438640,Zacarias Teles Costa,1996-04-09,0-2000,(16) 7156-6925
416346290,Caio Bezerra Ruberti,1972-04-17,2000-5000,(13) 9785-9622
261645367,Ricardo Soares Gomes,2000-07-01,5000-8000,(79) 9795-4757
401886594,Daniel Fontes Batista,1960-08-07,2000-5000,(13) 7601-7912
502656293,Lara Ribeiro Nogueira,1968-12-22,5000-8000,(74) 7876-4152
307723285,Daiane Queiroz Pinheiro,1995-05-10,8000-12000,(79) 9516-4426
588349137,Rafael Pinheiro Ambrosio,1967-01-05,0-2000,(17) 9802-6848
217952473,Etori Nardoni Vieira,2001-02-20,5000-8000,(19) 9082-9825
537834746,Amanda Paes Manoel,1979-05-08,0-2000,(19) 8933-3884
525072950,Almir Rodrigues Padovani,1991-06-12,2000-5000,(19) 7044-7396
562781108,Vitor Teles Medeiros,1980-09-24,12000+,(15) 7049-4921
237476052,Simone Kropf Carvalho,1965-06-01,0-2000,(15) 7206-2557
461443072,Alberto Barbosa Cunha,1991-08-31,0-2000,(15) 8769-2473
576220466,Zacarias Morelli Oliveira,1977-05-03,8000-12000,(79) 9806-4355
396763895,Cristiane Marques Vilar,1993-08-31,8000-12000,(79) 7839-8442
504333475,Cristiane Queiroz Ruberti,1964-11-22,12000+,(19) 9325-4458
322716281,Mariana Almeida Girardi,1963-12-27,5000-8000,(15) 8775-4687
273559459,Pablo Muller Gonçalves,2001-02-03,5000-8000,(17) 8788-4467
536291734,Gustavo Santos Romano,1989-01-11,8000-12000,(86) 7150-1838
256436638,Zacarias Queiroz Amaral,1972-01-16,8000-12000,(74) 9028-1499
